id,姓名,評論,照片
奈理’s小吃貨日常✨,"IG: nelly.s_daily更多食記分享·͜·˖

-

位於老虎城3樓的ラーメン凪
店家整體裝潢的紅黑配色很是顯眼
平日下班來吃最大的好處就是不用排很久！
用餐時會貼心的附上一個紙圍兜做使用❤️

主打四大天王拉麵口味招牌是『豚王』拉麵
其它系都是豚王基底衍伸出來的
分別是『赤王』、『黑王』與『翠王』
除此之外還有每週一更的限定王拉麵
個人覺得蠻有特色會時常想來品嚐一下(๑⃙⃘´༥`๑⃙⃘)

喔說到這裡！
發文前看了一下這禮拜限定是『泰王』
泰式的酸辣鮮香熬合豚骨湯又讓人想衝一波了🤤

-

「赤王拉麵」 $240 (溏心蛋 +$30)
Ramen Nagi 的湯頭都以豚骨湯為基底，看到店家有赤王拉麵按耐不住的嗜辣魂又跑出來了🤤
這次我選的是鹹度淡、風味油濃、蒜蓉多、普通硬細麵的客製赤王拉麵🍜不得不說端上來整碗拉麵紅通通看得我直冒汗💦
辣度有1到10倍辛辣可做選擇，我雖然會吃辣但不太清楚赤王拉麵辣度如何，所以不敢一次嘗試加上去！而赤王拉麵本身是3倍辛辣，我選了額外加上1倍辛辣，所以總共是4倍辛辣，想吃更辣還可以再繼續點上去🌶️
上桌之後先喝了一口湯頭，是溫暖而濃郁的口感，不出所料日本的唐辛辣對我而言真的不會很辣🤪赤王的辣度非常溫和，能吃上麻辣火鍋的人這個絕對沒有什麼問題！
而赤王是豚骨湯底加上辣油和唐辛子去做調味，中間那坨特製『赤王球』是由味噌和豬絞肉混製而成～它本身不是實心的肉球，筷子攪開就散了，所以整體吃到最後有點像辣味肉燥拉麵(๑⃙⃘´༥`๑⃙⃘)
豚肉我選擇了厚薄度適中的豬肩肉，特別處理過的豬肩肉吃起來不會有騷味👍而配菜採用青蔥、木耳做轉味，桌上還有豆芽菜、酸菜可以無限續，將豆芽加入拉麵中清爽度更高，不敢吃蔥花的朋友還可以換成高麗菜！這點真的非常的貼心🥰
但整體對我而言還是偏鹹吃到後面會有點膩口，所以赤王湯並沒有完全喝完，這點真的非常可惜🥲但是因為豆芽菜可以無限續，所以又多啜了幾口湯進去肚子裡！泡在赤王湯裡的辣豆芽真的棒！有吃到大量纖維的感覺好像感覺很健康🤣(錯覺?!)",https://lh3.googleusercontent.com/3_6gIvoxjRap2qu0CztXGLFXXDXRA3WSCF1s4SjYz7ej_9-bxjtpZGCQDk_WrQw5yoajXuYvnL99Svlu_dYbMWngrz8bCswHk3i-7KEtLLB3Uw=s600
猴屁的異想世界,Nagi豚骨拉麵凪台中店｜台中超人氣排隊拉麵，超濃郁豚骨拉麵必吃，黑王、赤王、豚王都很讚，就在老虎城3樓,https://lh3.googleusercontent.com/x11nwdh6Gpl1Ty0ROsOriHWaBUYZpSW7jORTm7I7JVHRn0H2SPgPo6kTAPMVckWfsl9Y-gXauxIQ5h-v7YVBOxJU-coemb8CSMd2HRta6G8=s600
陳楓的吃喝生活筆記,老窗白糖粿。螺旋造型色彩繽紛。銅板價獨家口味。一中街商圈美食,https://lh3.googleusercontent.com/fixfjyX_g9wrIclvDSfki3TcX6W5u88rPybz6B6WdeObNJGvIGC6cE6VJmgSym_typNB7yqnKgmBjEksN2WCIAD9UhGTtBXa7ZSM4dpdgb0A=s600
小佳的幻想世界,老窗白糖粿/獨創六種口味彩色白糖粿好吃又好拍/一中街美食推薦,https://lh3.googleusercontent.com/gabTNLttZAXUpr_MlFFvd1MDaJiayCuHWOH23PggJHSz5Xrpeu9cr97_lhEh8hYAlSMKTIwLJuZ1J2KSOGBNvKaG9tnQwifp_KwKfjmXP08o=s600
Happy sandy,甜甜感覺，有如幸福來臨,https://lh3.googleusercontent.com/tPmuXIfo-X1ZxvjNczub54I00wXHNPx0R_XNkg4rrtskJ9WoEHYa8J7na2K1Y5DyI-cvJYDftZNkHGVlDP6aQtPSOQzDpvY=s600
大熊覓食BigBearBite,山下公園ラーメン | 台中勤美網美排隊拉麵，濃湯雞白湯舒肥叉燒,https://lh3.googleusercontent.com/PeaoTnWQtyUw8wyiiWhumXkzp9otqZh4V90WzAeDLgDvKSht6dQkJLIXdqT5ZHqYdIrIRsfUDFJGbdyYfxvz0E02V9VqRydZDa6MK9HHZfARyw=s600
咩咕,山下公園-隱身在第六市場x台中特色拉麵推薦(美食。台中西區),https://lh3.googleusercontent.com/TruOdimiuzVqZQRKst5JMgOfQPGboNERlTdtnBpLTki9_f_RCvLV_ulloEb80SL23tblwEAW9HocM9XPjCdTBgMjx40P8XXGtBYXt9kdUcNb=s600
奈理’s小吃貨日常✨,"IG: nelly.s_daily更多食記分享·͜·˖

-

看大家推薦的台中拉麵店我也來朝聖了😆
店面在金典綠園道商場3樓
半開放式的店面並不大座位都是吧台區
點餐機點餐相當清楚明瞭易懂👍
之後就是等待入場用膳
還好那時候已經避開用餐時段(ง ˙o˙)
不然平常可以說是大排長龍…

最棒的是拉麵都可以免費加飯、加麵
這邊的濃湯系列拌飯真的很好吃❤️

他們家拉麵湯頭就算連清湯也相當醇厚！
口味太清淡者真心不建議嘗試日本鹹度😂
不過久久一次重口味應該沒有關係୧( ⁼̴̶̤̀ω⁼̴̶̤)૭

-

「番茄豚雞濃湯系列-麵條適中/台灣鹹度」 $220（溏心蛋 +$30）👍
那個稠度真的是我心心念念的濃湯啊😍一端上來就能聞到番茄的濃郁香氣！湯頭微酸帶點甜有夠開胃，配上舒肥雞胸口感超級嫩😋
加點的溏心蛋畫龍點睛～而拉麵麵條是屬於比較粗硬的麵體，吃起來相當有咬勁(´ސު｀)
雖然我選擇的是台灣鹹度，但吃到一半的時候開始有點鹹膩(我個人吃比較清淡)，這時候加上店家附的梅醋，提高酸度之後的蕃茄濃湯會讓人不禁想要喝完～當然在吃完整碗之後，還是直接先乾了一杯冰水！不得不說台灣鹹度還是偏重口味！怕太鹹可以選擇清淡口味。

「鹽味雞豚清湯系列-麵條適中/台灣鹹度」 $190
醬油雞豚的清湯喝起來濃而不厚，拉麵麵條是偏硬細麵，麵體散發的香氣吃得出是用很好的麵粉製成，吸附滿滿湯汁的麵條看起來油光閃閃相當好吃✨
裡面附有2顆鵪鶉蛋滷得相當入味，還有幾片舒肥雞胸，看起來簡單的擺盤，口味上卻不平凡🥰",https://lh3.googleusercontent.com/Tj-sjYlBaUdxH2OLeRSCbLvQR4cfMBr6eH_hI_fj_q5nApcGT6dx2AQSOG7dSXvgXqnABDk8kdwKY5HRwv_O4O08xy3XrAn-lOJ5WtYuKZgk-A=s600
Julia  Hsu,山色 Shānsè ，入靜山林，靜觀山色。山色咖哩賣一份食物的山色 @ 哈比Ju,https://lh3.googleusercontent.com/yyCFodIvUPKtyOOv-T5oroIG2TfrNr0RnFxjDzUjDrtTwVCRjhi0FFZJII7EQVlSXB-Q1EobxPoHHqocgg-dNd9yPKvuoJoTMBC8Sx2KkiXG=s600
奈理’s小吃貨日常✨,"IG: nelly.s_daily更多食記分享·͜·˖

-

在營業終了之前還能再去用餐一
不枉費就此等了一個多鐘頭(っ˘ڡ˘ς)

位於黎明新村的高人氣泰式料理餐廳
店家走的是文青老宅路線
入口處擁抱著一片綠意盎然🍃
店裡不管是裝潢、桌椅和擺設都獨具巧思

餐點品項不多卻座無虛席
內外的體驗感受都讓人感到無比舒心😌

-

「瑪莎曼燉牛肋條咖哩山飯(微辣)」$339
山色咖哩飯獨樹一幟的造型十分討喜，將泰國米堆成一座山脈，像極了咖哩汪洋中的一座白飯孤島⛰️
粒粒分明的泰國香米飯口感偏硬，但不至於會有咬到米芯沒煮熟的感覺，即使泡在咖哩湯一陣子也不會過於軟爛，而香米飯的香氣部分單吃滿明顯的，真的不是一般的泰國米。
紅咖哩是三款咖哩裡面辣度最低的，口味非常濃郁滑順，奶香的紅咖哩醬因含有蕃茄等香料，整體醬汁顯得微酸帶甜，配著白飯一同食用幾乎感受不到辣度，和我一開始所想像的似乎有些出入，但這並不影響食用的心情，因為真的很好吃( '༥' )
而每份咖哩飯都各自附有一碗溫沙拉，裡頭有小番茄、花椰菜、生菜、南瓜、黃瓜，有些乾煎過能吃出食物原型的香氣，但如果很怕生菜味道的朋友，可以將沙拉蘸取咖哩醬汁食用，多少能夠中和掉很生的菜味！
最後不得不多稱讚一下的是牛肋條處理地相當得宜，入口即化的口感讓人魂牽夢縈🤤這咖哩因有了多汁入味的牛肋條而完美～完全不誇張(ˊᵒ̴̶̷̤ꇴᵒ̴̶̷̤ˋ)

「鮮蝦蟹醬黃咖哩山飯(小辣)」$339
黃咖哩是店家特製的咖哩口味，蟹醬加入香料葉子混入其中熬煮而成，口感相當濃稠滑順，但多少有些蟹醬的鮮味，害怕鮮味的人可能要自己斟酌一下了！
雖然註記的是小辣但吃起來沒什麼辣度的感覺～
主菜部分搭配去殼的帶尾蝦仁食用起來相當方便，簡直就是懶人福音！而且一字排開的蝦仁搭配山型飯看起來真的很療癒🍤
對我個人來雖然說平常不大吃蝦蟹膏，但黃咖哩的口味上頗能接受且非常有記憶點，甚至覺得相當驚豔🤤

「綠咖哩奶油果與燉牛肋條(中辣)」$339
綠咖哩的香氣再熟悉不過，口味也是三者之中最辣的，添加椰奶熬煮後使得辣度降低，山色將酪梨綿密細緻的口感巧妙地融入在咖哩之中🥑
一般吃的都是以雞肉做為主菜的形式，從沒想過綠咖哩和牛肋條也可以這麼合拍！
因為加入了大量香茅葉和檸檬等香料提味，
讓整體更增添迷人南洋風味，而青辣椒辣度相當夠勁，咖哩椰汁香辣濃郁超下飯，不愧是我心目中數一數二的白飯殺手🍚

「冰川雪片鹽蜂蜜紅玉紅茶布丁」$129
口感比一般吃到的布丁更為紮實，上面鹹甜的雪片鹽奶霜更增添一股風味🍮
而盤子的糖漿對我而言確實是最大的賣點，極苦的糖漿讓我回憶起龜苓膏的滋味～真的相當的特別！",https://lh3.googleusercontent.com/QwGcRXQ5vtD9OkwL4p1ApFqIxlEtvuu6OTnGfqY68Ra4FpgzIZbEHlEuojXsXGZkoOE0yjcOLDylS96awVxUx2eUC-gTm_sLT642WQtizJGY=s600
悠比。食玩生活雜。誌,山色 Shānsè。台中|南屯區。黎明新村人氣文青泰式咖哩專賣,https://lh3.googleusercontent.com/FsBwbiswRuuj93RDT975U-QHm3azKdFtagF_HfH3zYzMjqdJyT5gRd9tenNvCvMStsb3qFb4JYrCVhdpC6QF6xD4Z8inK-4B6fgMibNbLx4=s600
Rachel Sh,服務態度好,
洪素琴,"東西很好吃，廁所很乾凈，湯也很好吃不過進來忘記帶位了
",
糖糖's 享食生活 ♥,19House炙燒牛排｜古城台南人氣牛排館開上台中，太平區平價聚餐吃到飽，台南擔仔麵、麻辣煲、自助區好豐富～,https://lh3.googleusercontent.com/jJnj9QtzFMRJvMAceqRSEXEFbAVjQrpd5K5agbZa9m-80tDZZkWuX072CPd6BrVFiVswWsnf3Ef5o9guJpvS_ekNpeFw_tBPoJRlblCRDcc=s600
Porsche,"重新裝潢後整個環境都提升了
換新菜單東西更豐富食材一樣新鮮",https://lh3.googleusercontent.com/V6kZVJ4g3YZhslg3vHJiCB4tKlO_uxD4KK0gzUF6WVL1L1ysrL-_r29oM6ylEAmM2o2MwOAOnXg2BvKFQXyOuuVkkeAYRiBRGoMlOPJBkbaNMg=s600
Alan Hsu,經常來訪的日系料理，口味很好，菜色也很精緻，值得推薦,https://lh3.googleusercontent.com/jl5yoHARWl4P920lCgFiibafEGsuw8iRowNZLJVA4waCsfFqhN8MHMYqPqXUpjdozsLysKOYMzPD7-0oqLRcGw0Ej427IJxujO5AT3ehwSYE=s600
Sunny吃喝遊樂,桀壽司|台中最狂大閘蟹買一送一!活體現蒸滿滿蟹膏無敵甜,https://lh3.googleusercontent.com/qg-Ta2b4bN8OGmQftJ_QzgEFYkBCQs1uzdCt4tEw6XZfz3aBFEDch_b_eQ9Ko42IosXK5Dfng3qQQaj9ZBEnm3NbC8NLN9mgWf5wybWcmBMlZw=s600
美食佳堯,大骨麵dagoodman 台中旗艦店 - 來自高雄的文青風豬肉麵專賣店，招牌大骨麵有一根滿滿肉的大骨頭，看起來超霸氣，骨頭肉啃完還可以帶回家給狗狗練練牙XD，不想吃大骨頭也有排骨或豬腱肉，同樣好吃。,https://lh3.googleusercontent.com/JqWyHz-m7MLIypFEDmWvrRqt3JTq-7p3Bs_kvhFqGEFdY727dnyWfapcGOaugD2JbWdnW2LwdStI4_ziCMYGxUccze-WFWwQ1nwNOpNzhkCo=s600
Darren蘋果樹旅遊玩樂誌,台中伴手禮|今日蜜麻花之家/隱藏巷弄台中必買手信/台中名產(菜單價位),https://lh3.googleusercontent.com/Eg_XmIq6qCQWPw9qIKZ5M56NwpP0XPUtYNWx34ebeZ4OyWvXQejzwCoK_Ve-hD5hS9ZAKw-dg9-x7EWpXg0Fze2lmdWyhFCkvYGiIjDXKlU=s600
愛吃鬼芸芸,台中伴手禮  | 今日蜜麻花超有名，可我更愛杏仁香片！,https://lh3.googleusercontent.com/jiRdUkknyD_JHVEIcq4AJTDXaBzvW-jj8aleaX6Fgbl0NABQppVfnF9QO68iUMP9gmlPSooJt34ekGxQhNiTukdJW34B8w=s600
沙拉麵,台中西區-今日蜜麻花之家,https://lh3.googleusercontent.com/mCIdoeu2Tnv_z5Hi__K9skACIN6T3mhjpxyMPb9y0VZ28ZGRgaR5LemqIym0SEAzVKiuJzLVlDbRIk4IzvkwjUJsRM-exmHJsR1gS41Sb3U-=s600
